iShares Russell 1000 ETF
Fund Holdings as of,"Mar 27, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"120,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CTRA","COTERRA ENERGY INC","Energy","Equity","19,459,509.37","0.05","19,459,509.37","535,927.00","36.31","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","19,266,686.04","0.05","19,266,686.04","68,278.00","282.18","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","19,268,429.44","0.05","19,268,429.44","149,414.00","128.96","United States","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","19,215,324.48","0.05","19,215,324.48","104,522.00","183.84","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","19,132,040.06","0.05","19,132,040.06","154,067.00","124.18","United States","NASDAQ","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","19,074,428.70","0.05","19,074,428.70","271,329.00","70.30","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","18,958,942.08","0.05","18,958,942.08","138,528.00","136.86","United States","NYSE","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","18,867,328.74","0.05","18,867,328.74","83,554.00","225.81","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","18,820,224.00","0.05","18,820,224.00","26,350.00","714.24","United States","NASDAQ","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","18,400,620.00","0.04","18,400,620.00","162,120.00","113.50","United States","NASDAQ","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","18,388,428.96","0.04","18,388,428.96","106,544.00","172.59","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","18,386,153.12","0.04","18,386,153.12","156,932.00","117.16","United States","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","18,284,705.64","0.04","18,284,705.64","14,841.00","1,232.04","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","18,265,901.87","0.04","18,265,901.87","135,313.00","134.99","United States","NASDAQ","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","18,233,572.70","0.04","18,233,572.70","37,910.00","480.97","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","18,160,013.61","0.04","18,160,013.61","268,679.00","67.59","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","18,143,602.75","0.04","18,143,602.75","99,281.00","182.75","United States","NASDAQ","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","17,966,718.20","0.04","17,966,718.20","127,135.00","141.32","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","17,820,334.26","0.04","17,820,334.26","308,417.00","57.78","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","17,702,147.25","0.04","17,702,147.25","377,525.00","46.89","United States","NYSE","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","17,421,104.24","0.04","17,421,104.24","26,254.00","663.56","United States","NYSE","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","17,392,912.60","0.04","17,392,912.60","243,530.00","71.42","Canada","NYSE","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","17,345,713.50","0.04","17,345,713.50","278,646.00","62.25","United States","NASDAQ","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","17,300,533.14","0.04","17,300,533.14","72,369.00","239.06","United States","NASDAQ","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","17,235,401.95","0.04","17,235,401.95","94,363.00","182.65","United States","NASDAQ","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","17,221,442.40","0.04","17,221,442.40","265,763.00","64.80","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","17,001,871.18","0.04","17,001,871.18","378,914.00","44.87","United States","NASDAQ","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","16,996,246.35","0.04","16,996,246.35","291,281.00","58.35","United States","NASDAQ","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","16,942,301.60","0.04","16,942,301.60","57,064.00","296.90","United States","NASDAQ","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","16,933,384.48","0.04","16,933,384.48","110,186.00","153.68","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","16,886,325.00","0.04","16,886,325.00","228,750.00","73.82","United States","NYSE","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","16,875,998.19","0.04","16,875,998.19","932,891.00","18.09","United States","NYSE","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","16,858,414.44","0.04","16,858,414.44","16,674.00","1,011.06","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","16,763,607.76","0.04","16,763,607.76","161,468.00","103.82","United States","NYSE","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","16,674,704.10","0.04","16,674,704.10","97,530.00","170.97","United States","NASDAQ","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","16,642,628.64","0.04","16,642,628.64","148,914.00","111.76","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","16,498,160.46","0.04","16,498,160.46","113,226.00","145.71","United States","NYSE","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","16,497,507.15","0.04","16,497,507.15","8,835.00","1,867.29","United States","NYSE","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","16,378,851.96","0.04","16,378,851.96","32,094.00","510.34","United States","NASDAQ","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","16,259,098.66","0.04","16,259,098.66","213,346.00","76.21","United States","NYSE","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","16,245,830.25","0.04","16,245,830.25","101,025.00","160.81","United States","NYSE","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","16,226,362.47","0.04","16,226,362.47","171,363.00","94.69","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","16,208,234.24","0.04","16,208,234.24","247,984.00","65.36","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","16,041,551.46","0.04","16,041,551.46","139,942.00","114.63","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","15,895,439.22","0.04","15,895,439.22","82,578.00","192.49","United States","NYSE","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","15,849,222.50","0.04","15,849,222.50","269,774.00","58.75","United States","NYSE","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","15,796,785.62","0.04","15,796,785.62","30,214.00","522.83","United States","NASDAQ","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","15,753,717.60","0.04","15,753,717.60","59,628.00","264.20","United States","NYSE","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","15,666,070.33","0.04","15,666,070.33","340,789.00","45.97","United States","NYSE","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","15,659,764.47","0.04","15,659,764.47","80,097.00","195.51","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","15,585,991.00","0.04","15,585,991.00","619,475.00","25.16","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","15,333,186.40","0.04","15,333,186.40","101,276.00","151.40","United States","NYSE","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","15,278,138.40","0.04","15,278,138.40","69,636.00","219.40","United States","NYSE","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","15,272,782.35","0.04","15,272,782.35","80,787.00","189.05","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","15,126,574.10","0.04","15,126,574.10","110,858.00","136.45","United States","NYSE","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","15,041,381.85","0.04","15,041,381.85","176,895.00","85.03","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","14,974,205.25","0.04","14,974,205.25","83,445.00","179.45","United States","NYSE","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","14,951,809.25","0.04","14,951,809.25","87,005.00","171.85","United States","NYSE","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","14,925,076.17","0.04","14,925,076.17","42,501.00","351.17","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","14,833,703.72","0.04","14,833,703.72","59,939.00","247.48","United States","NASDAQ","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","14,790,155.75","0.04","14,790,155.75","190,325.00","77.71","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","14,748,024.15","0.04","14,748,024.15","84,135.00","175.29","United States","NYSE","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","14,697,413.00","0.04","14,697,413.00","137,359.00","107.00","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","14,569,173.20","0.03","14,569,173.20","181,096.00","80.45","United States","NYSE","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","14,570,271.10","0.03","14,570,271.10","369,710.00","39.41","United States","NYSE","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","14,554,078.42","0.03","14,554,078.42","142,213.00","102.34","United States","NASDAQ","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","14,526,060.78","0.03","14,526,060.78","159,873.00","90.86","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","14,508,260.18","0.03","14,508,260.18","85,802.00","169.09","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","14,483,333.70","0.03","14,483,333.70","163,746.00","88.45","United States","NASDAQ","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","14,259,288.66","0.03","14,259,288.66","60,029.00","237.54","United States","NASDAQ","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","14,217,500.72","0.03","14,217,500.72","133,774.00","106.28","United States","NYSE","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","14,113,156.50","0.03","14,113,156.50","45,126.00","312.75","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","14,087,285.28","0.03","14,087,285.28","90,576.00","155.53","United States","NYSE","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","13,922,136.56","0.03","13,922,136.56","44,056.00","316.01","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","13,864,408.87","0.03","13,864,408.87","48,659.00","284.93","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","13,863,429.45","0.03","13,863,429.45","380,341.00","36.45","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","13,749,744.08","0.03","13,749,744.08","97,364.00","141.22","United States","NYSE","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","13,722,192.48","0.03","13,722,192.48","72,112.00","190.29","United States","NASDAQ","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","13,571,395.29","0.03","13,571,395.29","83,997.00","161.57","United States","NASDAQ","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","13,486,756.77","0.03","13,486,756.77","96,039.00","140.43","United States","NYSE","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","13,481,242.39","0.03","13,481,242.39","154,939.00","87.01","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","13,479,740.54","0.03","13,479,740.54","297,829.00","45.26","United States","NYSE","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","13,368,119.56","0.03","13,368,119.56","606,539.00","22.04","United States","NASDAQ","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","13,315,716.00","0.03","13,315,716.00","62,736.00","212.25","United States","NYSE","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","13,283,195.98","0.03","13,283,195.98","113,551.00","116.98","United States","NYSE","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","13,265,886.30","0.03","13,265,886.30","374,214.00","35.45","United States","NYSE","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","13,242,113.28","0.03","13,242,113.28","36,882.00","359.04","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","13,243,876.80","0.03","13,243,876.80","163,808.00","80.85","United States","NASDAQ","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","13,202,221.25","0.03","13,202,221.25","146,285.00","90.25","United States","NYSE","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","13,197,509.38","0.03","13,197,509.38","56,038.00","235.51","United States","NASDAQ","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","13,168,893.64","0.03","13,168,893.64","864,668.00","15.23","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","EVERPURE INC CLASS A","Information Technology","Equity","13,109,543.58","0.03","13,109,543.58","222,271.00","58.98","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","13,091,289.30","0.03","13,091,289.30","673,074.00","19.45","United States","NYSE","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","13,083,805.88","0.03","13,083,805.88","83,114.00","157.42","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","13,062,716.26","0.03","13,062,716.26","59,609.00","219.14","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","13,060,934.73","0.03","13,060,934.73","205,911.00","63.43","United States","NYSE","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","13,035,248.37","0.03","13,035,248.37","64,343.00","202.59","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","12,989,749.68","0.03","12,989,749.68","668,197.00","19.44","United States","NYSE","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","12,943,915.83","0.03","12,943,915.83","182,283.00","71.01","United States","NYSE","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","12,909,602.76","0.03","12,909,602.76","183,063.00","70.52","United States","NASDAQ","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Industrials","Equity","12,888,779.40","0.03","12,888,779.40","34,195.00","376.92","United States","NYSE","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","12,883,923.64","0.03","12,883,923.64","109,492.00","117.67","United States","NASDAQ","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","12,876,817.95","0.03","12,876,817.95","277,817.00","46.35","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","12,862,116.46","0.03","12,862,116.46","76,991.00","167.06","United States","NASDAQ","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","12,727,889.92","0.03","12,727,889.92","205,024.00","62.08","United States","NYSE","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","12,662,360.24","0.03","12,662,360.24","198,097.00","63.92","United States","NYSE","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","12,628,721.60","0.03","12,628,721.60","121,360.00","104.06","United States","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","12,529,643.62","0.03","12,529,643.62","141,466.00","88.57","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","12,488,227.92","0.03","12,488,227.92","251,982.00","49.56","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","12,482,524.68","0.03","12,482,524.68","323,214.00","38.62","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","12,443,516.04","0.03","12,443,516.04","1,929.00","6,450.76","United States","NYSE","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","12,422,293.00","0.03","12,422,293.00","131,300.00","94.61","Canada","NYSE","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","12,347,571.18","0.03","12,347,571.18","156,954.00","78.67","United States","NASDAQ","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","12,342,086.06","0.03","12,342,086.06","517,271.00","23.86","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","12,339,548.45","0.03","12,339,548.45","50,707.00","243.35","United States","NYSE","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","12,271,713.92","0.03","12,271,713.92","328,472.00","37.36","United States","NYSE","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","12,226,051.62","0.03","12,226,051.62","149,774.00","81.63","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","12,199,130.40","0.03","12,199,130.40","226,245.00","53.92","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","12,180,902.32","0.03","12,180,902.32","94,631.00","128.72","United States","NYSE","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","12,139,817.66","0.03","12,139,817.66","106,874.00","113.59","United States","NASDAQ","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","12,051,915.59","0.03","12,051,915.59","100,441.00","119.99","United States","NYSE","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","11,985,749.65","0.03","11,985,749.65","158,395.00","75.67","United States","NASDAQ","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","11,890,331.64","0.03","11,890,331.64","61,974.00","191.86","United States","NYSE","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","11,819,007.68","0.03","11,819,007.68","297,184.00","39.77","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","11,801,522.43","0.03","11,801,522.43","6,429.00","1,835.67","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","11,781,480.15","0.03","11,781,480.15","85,615.00","137.61","United States","NASDAQ","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","11,742,055.65","0.03","11,742,055.65","174,655.00","67.23","United States","NYSE","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","11,729,976.54","0.03","11,729,976.54","271,653.00","43.18","Canada","NYSE","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","11,722,806.25","0.03","11,722,806.25","22,025.00","532.25","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","11,676,366.50","0.03","11,676,366.50","101,977.00","114.50","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","11,566,819.60","0.03","11,566,819.60","41,020.00","281.98","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","11,500,335.91","0.03","11,500,335.91","194,033.00","59.27","United States","NYSE","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","11,448,404.58","0.03","11,448,404.58","221,482.00","51.69","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","11,398,115.19","0.03","11,398,115.19","55,441.00","205.59","United States","NASDAQ","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","11,391,126.34","0.03","11,391,126.34","123,134.00","92.51","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","11,315,359.50","0.03","11,315,359.50","171,705.00","65.90","United States","NYSE","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","11,315,898.00","0.03","11,315,898.00","112,596.00","100.50","United States","NYSE","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","11,262,645.92","0.03","11,262,645.92","92,438.00","121.84","United States","NYSE","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","11,227,803.96","0.03","11,227,803.96","214,026.00","52.46","United States","NYSE","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","11,228,633.20","0.03","11,228,633.20","37,480.00","299.59","United States","NYSE","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","11,149,181.23","0.03","11,149,181.23","60,367.00","184.69","United States","NYSE","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","11,097,100.49","0.03","11,097,100.49","249,991.00","44.39","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","11,096,096.00","0.03","11,096,096.00","346,753.00","32.00","United States","NYSE","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","11,070,933.96","0.03","11,070,933.96","53,282.00","207.78","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","11,043,813.69","0.03","11,043,813.69","93,457.00","118.17","United States","NASDAQ","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","10,996,316.45","0.03","10,996,316.45","507,913.00","21.65","United States","NYSE","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","10,967,786.08","0.03","10,967,786.08","87,344.00","125.57","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","10,951,506.41","0.03","10,951,506.41","125,203.00","87.47","United States","NYSE","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","10,906,663.00","0.03","10,906,663.00","74,780.00","145.85","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","10,896,504.36","0.03","10,896,504.36","45,476.00","239.61","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","10,886,362.20","0.03","10,886,362.20","834,204.00","13.05","United States","NASDAQ","USD","1.00","USD","-"
"MKSI","MKS","Information Technology","Equity","10,818,873.68","0.03","10,818,873.68","48,476.00","223.18","United States","NASDAQ","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","10,810,230.75","0.03","10,810,230.75","185,075.00","58.41","United States","NYSE","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","10,663,988.32","0.03","10,663,988.32","47,303.00","225.44","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","10,655,972.31","0.03","10,655,972.31","169,223.00","62.97","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","10,632,669.40","0.03","10,632,669.40","84,460.00","125.89","United States","NYSE","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","10,591,236.39","0.03","10,591,236.39","27,741.00","381.79","United States","NYSE","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","10,583,348.41","0.03","10,583,348.41","432,503.00","24.47","United States","NYSE","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","10,514,977.64","0.03","10,514,977.64","155,524.00","67.61","United States","NYSE","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","10,490,906.23","0.03","10,490,906.23","505,099.00","20.77","United States","NYSE","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","10,464,792.30","0.03","10,464,792.30","32,245.00","324.54","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","10,453,998.94","0.03","10,453,998.94","470,477.00","22.22","United States","NYSE","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","10,453,626.30","0.03","10,453,626.30","261,930.00","39.91","United States","NYSE","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","10,403,712.30","0.02","10,403,712.30","49,965.00","208.22","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","10,398,862.50","0.02","10,398,862.50","160,625.00","64.74","United States","NYSE","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","10,363,512.48","0.02","10,363,512.48","154,587.00","67.04","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","10,323,150.94","0.02","10,323,150.94","98,297.00","105.02","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","10,269,186.90","0.02","10,269,186.90","113,723.00","90.30","United States","NASDAQ","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","10,234,011.14","0.02","10,234,011.14","30,638.00","334.03","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","10,160,632.30","0.02","10,160,632.30","54,466.00","186.55","United States","NYSE","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","10,118,619.68","0.02","10,118,619.68","143,608.00","70.46","United States","NYSE","USD","1.00","USD","-"
