iShares Russell 1000 ETF
Fund Holdings as of,"Mar 27, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"120,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","3,288,955.52","0.01","3,288,955.52","19,744.00","166.58","United States","NASDAQ","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","3,261,858.60","0.01","3,261,858.60","228,102.00","14.30","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","3,254,928.00","0.01","3,254,928.00","68,800.00","47.31","United States","NYSE","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","3,246,332.73","0.01","3,246,332.73","45,537.00","71.29","United States","NYSE","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","3,239,328.64","0.01","3,239,328.64","399,424.00","8.11","United States","NYSE","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","3,239,947.12","0.01","3,239,947.12","81,161.00","39.92","United States","NYSE","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","3,231,701.55","0.01","3,231,701.55","45,549.00","70.95","United States","NYSE","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","3,219,676.46","0.01","3,219,676.46","25,454.00","126.49","United States","NYSE","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","3,162,494.50","0.01","3,162,494.50","40,550.00","77.99","United States","NYSE","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","3,132,289.02","0.01","3,132,289.02","126,762.00","24.71","United States","NYSE","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","3,105,052.20","0.01","3,105,052.20","92,910.00","33.42","United States","NYSE","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","3,088,147.72","0.01","3,088,147.72","109,199.00","28.28","United States","NYSE","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","3,079,974.00","0.01","3,079,974.00","134,850.00","22.84","United States","NASDAQ","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","3,060,675.46","0.01","3,060,675.46","71,411.00","42.86","United States","NYSE","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","3,049,349.32","0.01","3,049,349.32","19,742.00","154.46","United States","NASDAQ","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","3,053,091.60","0.01","3,053,091.60","138,840.00","21.99","United States","NASDAQ","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","3,045,265.56","0.01","3,045,265.56","149,571.00","20.36","United States","NASDAQ","USD","1.00","USD","-"
"KRMN","KARMAN HOLDINGS INC","Industrials","Equity","3,047,453.43","0.01","3,047,453.43","36,249.00","84.07","United States","NYSE","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","3,038,525.60","0.01","3,038,525.60","284,240.00","10.69","United States","NYSE","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","3,039,583.41","0.01","3,039,583.41","147,481.00","20.61","United States","NYSE","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","3,016,876.56","0.01","3,016,876.56","62,178.00","48.52","United States","NYSE","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","3,002,525.33","0.01","3,002,525.33","44,357.00","67.69","United States","NYSE","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","2,939,591.04","0.01","2,939,591.04","81,294.00","36.16","United States","NYSE","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","2,940,294.10","0.01","2,940,294.10","94,210.00","31.21","United States","NYSE","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","2,926,568.75","0.01","2,926,568.75","132,125.00","22.15","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","2,927,202.64","0.01","2,927,202.64","36,997.00","79.12","United States","NYSE","USD","1.00","USD","-"
"TEM","TEMPUS AI INC CLASS A","Health Care","Equity","2,917,807.82","0.01","2,917,807.82","68,461.00","42.62","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY LIVE HOLDINGS INC","Consumer Discretionary","Equity","2,913,998.64","0.01","2,913,998.64","32,856.00","88.69","United States","NASDAQ","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","2,903,341.20","0.01","2,903,341.20","118,022.00","24.60","United States","NYSE","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","2,866,803.35","0.01","2,866,803.35","31,205.00","91.87","United States","NASDAQ","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","2,854,054.28","0.01","2,854,054.28","35,882.00","79.54","United States","NASDAQ","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","2,852,366.95","0.01","2,852,366.95","104,905.00","27.19","United States","NYSE","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","2,843,743.68","0.01","2,843,743.68","110,052.00","25.84","United States","NYSE","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","2,794,514.10","0.01","2,794,514.10","30,947.00","90.30","United States","NYSE","USD","1.00","USD","-"
"TREX","TREX INC","Industrials","Equity","2,769,952.06","0.01","2,769,952.06","77,939.00","35.54","United States","NYSE","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","2,719,899.00","0.01","2,719,899.00","28,700.00","94.77","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","2,673,438.70","0.01","2,673,438.70","212,515.00","12.58","United States","NYSE","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","2,645,650.44","0.01","2,645,650.44","87,837.00","30.12","United States","NASDAQ","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","2,629,347.61","0.01","2,629,347.61","23,209.00","113.29","United States","NYSE","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","2,629,767.36","0.01","2,629,767.36","4,192.00","627.33","United States","NYSE","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,622,041.01","0.01","2,622,041.01","33,069.00","79.29","United States","NYSE","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","2,618,570.19","0.01","2,618,570.19","16,699.00","156.81","United States","NASDAQ","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","2,581,000.80","0.01","2,581,000.80","153,631.00","16.80","United States","NYSE","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","2,560,979.96","0.01","2,560,979.96","44,132.00","58.03","United States","NYSE","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","2,561,768.45","0.01","2,561,768.45","26,867.00","95.35","United States","NASDAQ","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","2,560,218.82","0.01","2,560,218.82","65,462.00","39.11","United States","NYSE","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","2,554,899.24","0.01","2,554,899.24","60,087.00","42.52","United States","NYSE","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,541,639.09","0.01","2,541,639.09","52,179.00","48.71","United States","NYSE","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","2,525,360.67","0.01","2,525,360.67","90,873.00","27.79","United States","NASDAQ","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","2,519,272.36","0.01","2,519,272.36","118,054.00","21.34","United States","NYSE","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","2,510,025.60","0.01","2,510,025.60","66,756.00","37.60","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","2,506,444.24","0.01","2,506,444.24","41,788.00","59.98","United States","NASDAQ","USD","1.00","USD","-"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","2,485,000.91","0.01","2,485,000.91","427,711.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","2,457,176.67","0.01","2,457,176.67","60,957.00","40.31","United States","NASDAQ","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","2,452,860.24","0.01","2,452,860.24","72,742.00","33.72","United States","NASDAQ","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","2,435,845.56","0.01","2,435,845.56","74,903.00","32.52","United States","NASDAQ","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","2,424,093.28","0.01","2,424,093.28","15,571.00","155.68","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","2,409,611.92","0.01","2,409,611.92","53,738.00","44.84","United States","NASDAQ","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","2,373,076.02","0.01","2,373,076.02","81,802.00","29.01","United States","NYSE","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","2,347,589.84","0.01","2,347,589.84","363,404.00","6.46","United States","NYSE","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","2,331,638.40","0.01","2,331,638.40","61,230.00","38.08","United States","NYSE","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","2,334,300.56","0.01","2,334,300.56","2,993.00","779.92","United States","NYSE","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","2,325,431.10","0.01","2,325,431.10","73,265.00","31.74","United States","NYSE","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","2,308,467.75","0.01","2,308,467.75","59,025.00","39.11","United States","NYSE","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","2,305,142.19","0.01","2,305,142.19","175,563.00","13.13","United States","NASDAQ","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","2,297,494.65","0.01","2,297,494.65","37,633.00","61.05","United States","NYSE","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","2,289,435.52","0.01","2,289,435.52","81,824.00","27.98","United States","NYSE","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","2,255,807.20","0.01","2,255,807.20","33,973.00","66.40","United States","NYSE","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,224,824.04","0.01","2,224,824.04","203,366.00","10.94","United States","NYSE","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","2,199,024.25","0.01","2,199,024.25","92,825.00","23.69","United States","NYSE","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","2,187,747.55","0.01","2,187,747.55","90,515.00","24.17","United States","NASDAQ","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","2,170,623.68","0.01","2,170,623.68","61,024.00","35.57","United States","NYSE","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","2,160,566.72","0.01","2,160,566.72","61,102.00","35.36","United States","NYSE","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","2,131,820.45","0.01","2,131,820.45","124,595.00","17.11","United States","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","2,122,727.00","0.01","2,122,727.00","57,371.00","37.00","United States","NYSE","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","2,098,477.44","0.01","2,098,477.44","47,178.00","44.48","United States","NYSE","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","2,041,063.70","0.00","2,041,063.70","17,641.00","115.70","United States","NASDAQ","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","2,017,402.80","0.00","2,017,402.80","51,928.00","38.85","United States","NASDAQ","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","2,013,023.76","0.00","2,013,023.76","162,866.00","12.36","United States","NYSE","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","2,008,178.20","0.00","2,008,178.20","16,117.00","124.60","United States","NASDAQ","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","1,972,492.72","0.00","1,972,492.72","37,991.00","51.92","United States","NYSE","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","1,969,230.02","0.00","1,969,230.02","37,502.00","52.51","United States","NYSE","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","1,953,686.41","0.00","1,953,686.41","211,667.00","9.23","United States","NYSE","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","1,938,645.66","0.00","1,938,645.66","107,583.00","18.02","Australia","NYSE","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","1,912,900.00","0.00","1,912,900.00","94,000.00","20.35","United States","NASDAQ","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,900,831.65","0.00","1,900,831.65","31,341.00","60.65","United States","NYSE","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","1,883,533.60","0.00","1,883,533.60","12,688.00","148.45","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","1,884,476.04","0.00","1,884,476.04","67,399.00","27.96","United States","NASDAQ","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","1,879,167.42","0.00","1,879,167.42","12,662.00","148.41","United States","NYSE","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","1,864,874.34","0.00","1,864,874.34","140,958.00","13.23","United States","NYSE","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","1,863,482.40","0.00","1,863,482.40","18,520.00","100.62","United States","NYSE","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","1,855,309.96","0.00","1,855,309.96","33,172.00","55.93","United States","NASDAQ","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","1,834,111.14","0.00","1,834,111.14","292,989.00","6.26","United States","NASDAQ","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,824,218.25","0.00","1,824,218.25","72,075.00","25.31","United States","NYSE","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","1,825,814.52","0.00","1,825,814.52","73,503.00","24.84","United States","NYSE","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","1,807,141.44","0.00","1,807,141.44","27,768.00","65.08","United States","NASDAQ","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","1,807,459.06","0.00","1,807,459.06","48,758.00","37.07","United States","NYSE","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","1,771,087.36","0.00","1,771,087.36","12,544.00","141.19","United States","NASDAQ","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","1,694,781.09","0.00","1,694,781.09","194,133.00","8.73","United States","NYSE","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","1,691,743.60","0.00","1,691,743.60","30,280.00","55.87","United States","NYSE","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","1,686,497.34","0.00","1,686,497.34","31,713.00","53.18","United States","NYSE","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","1,624,805.79","0.00","1,624,805.79","141,657.00","11.47","United States","NASDAQ","USD","1.00","USD","-"
"MPT","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","1,605,287.04","0.00","1,605,287.04","354,368.00","4.53","United States","NYSE","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","1,597,825.02","0.00","1,597,825.02","82,066.00","19.47","United States","NYSE","USD","1.00","USD","-"
"LINE","LINEAGE INC","Real Estate","Equity","1,599,571.80","0.00","1,599,571.80","50,301.00","31.80","United States","NASDAQ","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","1,589,887.32","0.00","1,589,887.32","77,254.00","20.58","United States","NYSE","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","1,538,174.68","0.00","1,538,174.68","147,476.00","10.43","United States","NYSE","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","1,536,566.76","0.00","1,536,566.76","111,588.00","13.77","United States","NASDAQ","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","1,518,794.88","0.00","1,518,794.88","119,968.00","12.66","United States","NYSE","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","1,493,740.61","0.00","1,493,740.61","126,481.00","11.81","United States","NYSE","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","1,479,733.99","0.00","1,479,733.99","64,589.00","22.91","United States","NASDAQ","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,460,685.80","0.00","1,460,685.80","23,446.00","62.30","United States","NYSE","USD","1.00","USD","-"
"BRBR","BELLRING BRANDS INC","Consumer Staples","Equity","1,423,497.60","0.00","1,423,497.60","92,736.00","15.35","United States","NYSE","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","1,418,728.55","0.00","1,418,728.55","34,477.00","41.15","United States","NYSE","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","1,408,007.16","0.00","1,408,007.16","117,628.00","11.97","United States","NASDAQ","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","1,391,261.28","0.00","1,391,261.28","88,278.00","15.76","United States","NYSE","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","1,375,476.80","0.00","1,375,476.80","82,960.00","16.58","United States","NASDAQ","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","1,358,615.55","0.00","1,358,615.55","10,383.00","130.85","United States","NYSE","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","1,352,765.16","0.00","1,352,765.16","33,476.00","40.41","United States","NASDAQ","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","1,339,431.57","0.00","1,339,431.57","3,193.00","419.49","United States","NASDAQ","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","1,334,105.64","0.00","1,334,105.64","44,604.00","29.91","United States","NYSE","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","1,332,601.62","0.00","1,332,601.62","17,742.00","75.11","United States","NASDAQ","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","1,323,446.04","0.00","1,323,446.04","29,727.00","44.52","United States","NYSE","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","1,296,532.28","0.00","1,296,532.28","64,924.00","19.97","United States","NASDAQ","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","1,292,826.47","0.00","1,292,826.47","37,813.00","34.19","United States","NYSE","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","1,270,572.80","0.00","1,270,572.80","5,530.00","229.76","United States","NYSE","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","1,251,809.02","0.00","1,251,809.02","73,766.00","16.97","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","1,208,256.77","0.00","1,208,256.77","2,177.00","555.01","United States","NYSE","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,198,943.70","0.00","1,198,943.70","61,865.00","19.38","United States","NASDAQ","USD","1.00","USD","-"
"LLYVA","LIBERTY LIVE HOLDINGS INC","Consumer Discretionary","Equity","1,188,259.20","0.00","1,188,259.20","13,753.00","86.40","United States","NASDAQ","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","1,157,580.42","0.00","1,157,580.42","99,534.00","11.63","United States","NASDAQ","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","1,132,846.00","0.00","1,132,846.00","198,050.00","5.72","United States","NASDAQ","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","1,121,994.86","0.00","1,121,994.86","202.00","5,554.43","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","1,104,852.00","0.00","1,104,852.00","131,530.00","8.40","United States","NYSE","USD","1.00","USD","-"
"CAI","CARIS LIFE SCIENCES INC","Health Care","Equity","1,101,665.25","0.00","1,101,665.25","64,995.00","16.95","United States","NASDAQ","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","1,098,924.48","0.00","1,098,924.48","188,172.00","5.84","United States","NYSE","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","1,064,510.55","0.00","1,064,510.55","21,235.00","50.13","United States","NYSE","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","1,060,753.14","0.00","1,060,753.14","75,714.00","14.01","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","1,029,812.40","0.00","1,029,812.40","28,045.00","36.72","United States","NASDAQ","USD","1.00","USD","-"
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","1,012,564.20","0.00","1,012,564.20","297,813.00","3.40","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","1,008,319.04","0.00","1,008,319.04","18,464.00","54.61","United States","NASDAQ","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","967,121.54","0.00","967,121.54","114,182.00","8.47","United States","NASDAQ","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","954,260.24","0.00","954,260.24","35,096.00","27.19","United States","NYSE","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","955,622.50","0.00","955,622.50","33,625.00","28.42","United States","NYSE","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","957,522.28","0.00","957,522.28","24,596.00","38.93","United States","NYSE","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","927,602.55","0.00","927,602.55","97,335.00","9.53","United States","NYSE","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Communication","Equity","912,110.01","0.00","912,110.01","97,971.00","9.31","United States","NYSE","USD","1.00","USD","-"
"SFD","SMITHFIELD FOODS INC","Consumer Staples","Equity","858,750.75","0.00","858,750.75","32,175.00","26.69","United States","NASDAQ","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","854,687.00","0.00","854,687.00","32,350.00","26.42","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","849,975.84","0.00","849,975.84","33,411.00","25.44","United States","NYSE","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","851,611.60","0.00","851,611.60","125,237.00","6.80","United States","NASDAQ","USD","1.00","USD","-"
"GLIBK","GCI LIBERTY INC SERIES C","Communication","Equity","833,434.80","0.00","833,434.80","22,660.00","36.78","United States","NASDAQ","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","829,935.40","0.00","829,935.40","88,291.00","9.40","United States","NASDAQ","USD","1.00","USD","-"
"BLSH","BULLISH","Financials","Equity","811,101.94","0.00","811,101.94","23,558.00","34.43","United States","NYSE","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","799,606.53","0.00","799,606.53","38,277.00","20.89","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","801,361.40","0.00","801,361.40","139,610.00","5.74","United States","NYSE","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","790,157.28","0.00","790,157.28","17,606.00","44.88","United States","NYSE","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","786,375.88","0.00","786,375.88","139,676.00","5.63","United States","NYSE","USD","1.00","USD","-"
"FIGR","FIGURE TECHNOLOGY SOLUTIONS INC CL","Financials","Equity","767,808.00","0.00","767,808.00","24,768.00","31.00","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","685,884.44","0.00","685,884.44","290,629.00","2.36","United States","NYSE","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","605,200.96","0.00","605,200.96","11,876.00","50.96","United States","NASDAQ","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","574,940.84","0.00","574,940.84","42,244.00","13.61","United States","NASDAQ","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","552,760.00","0.00","552,760.00","276,380.00","2.00","United States","NYSE","USD","1.00","USD","-"
"LENB","LENNAR CORP CLASS B","Consumer Discretionary","Equity","538,663.80","0.00","538,663.80","6,249.00","86.20","United States","NYSE","USD","1.00","USD","-"
"SAIL","SAILPOINT INC","Information Technology","Equity","502,590.77","0.00","502,590.77","42,701.00","11.77","United States","NASDAQ","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","471,586.25","0.00","471,586.25","82,015.00","5.75","United States","NASDAQ","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","426,860.46","0.00","426,860.46","124,813.00","3.42","United States","NYSE","USD","1.00","USD","-"
"CBC","CENTRAL BANCOMPANY INC CLASS A","Financials","Equity","345,467.50","0.00","345,467.50","14,546.00","23.75","United States","NASDAQ","USD","1.00","USD","-"
